direction,target_mbps,achieved_mbps,jitter_ms,loss_pct,lost,total
DL,4.0,4.000074778255021,1.1508301804693857,0.2257770091751933,47,20817
DL,6.0,6.000136847981376,2.059335746296714,0.0930740098851017,29,31158
DL,8.0,7.999967351834647,2.5481059630895846,0.0792716615820702,33,41629
DL,10.0,10.000104703998892,1.901720137423097,0.059586737145603,31,52025
UL,1.0,1.0000810663207838,4.048471041467916,0.0,0,5180
UL,2.0,1.999966566851106,0.0,0.0,0,10359
UL,4.0,3.9999391335778136,0.0,0.0,0,20718
UL,6.0,5.999908200376378,0.0,0.0,0,31077
UL,10.0,9.99983150095202,0.0,0.0,0,51795
