target_mbps,mbps,jitter_ms,lost_pct,lost,total
4.0,4.000074778255021,1.1508301804693857,0.22577700917519336,47,20817
6.0,6.000136847981376,2.059335746296714,0.09307400988510174,29,31158
8.0,7.999967351834647,2.5481059630895846,0.0792716615820702,33,41629
10.0,10.000104703998892,1.901720137423097,0.05958673714560307,31,52025
